scenario,codec,repeat,raw_bytes,wire_bytes,asset_wire_bytes_per_tick,serialize_us,compress_cpu_us,asset_cpu_us_per_tick,compress_wall_p95_us,encoder_bytes
battle8192,zstd1-w18,0,1130899.9,636270.8,0.0,295.015,1906.914,0.000,1949.438,2156057
battle8192,zstd1-w20,0,1130899.9,636278.1,0.0,295.015,2041.444,0.000,2082.689,2942489
battle8192,zstd1-w22,0,1130899.9,636278.1,0.0,295.015,2073.267,0.000,2145.540,6088217
battle8192,zstd1-w23,0,1130899.9,636278.1,0.0,295.015,2108.797,0.000,2197.431,10282521
battle8192,zstd1-w24,0,1130899.9,636278.1,0.0,295.015,2123.586,0.000,2217.420,18671129
battle8192,zstd3-w16,0,1130899.9,635900.1,0.0,295.015,3131.339,0.000,3235.770,2303289
battle8192,zstd3-w18,0,1130899.9,640387.5,0.0,295.015,4846.454,0.000,4991.857,2876953
battle8192,zstd3-w20,0,1130899.9,641990.4,0.0,295.015,4931.512,0.000,5035.737,3663385
battle8192,zstd3-w22,0,1130899.9,395187.3,0.0,295.015,3199.496,0.000,3324.361,6809113
battle8192,zstd3-w23,0,1130899.9,395194.4,0.0,295.015,3099.274,0.000,3230.140,11003417
battle8192,zstd3-w24,0,1130899.9,395187.0,0.0,295.015,3205.716,0.000,3351.742,19392025
battle8192,zstd3-w23-ldm,0,1130899.9,402032.8,0.0,295.015,4265.077,0.000,4477.053,11556377
battle8192,zstd3-w24-ldm,0,1130899.9,402815.0,0.0,295.015,4676.365,0.000,5578.103,20473369
battle8192,zstd1-w16,1,1130899.9,633671.9,0.0,295.015,1700.138,0.000,1756.727,1582393
battle8192,zstd1-w18,1,1130899.9,636270.8,0.0,295.015,1917.740,0.000,2006.569,2156057
battle8192,zstd1-w20,1,1130899.9,636278.1,0.0,295.015,2042.949,0.000,2077.249,2942489
battle8192,zstd1-w22,1,1130899.9,636278.1,0.0,295.015,2102.692,0.000,2180.461,6088217
battle8192,zstd1-w23,1,1130899.9,636278.1,0.0,295.015,2120.734,0.000,2184.180,10282521
battle8192,zstd1-w24,1,1130899.9,636278.1,0.0,295.015,2118.440,0.000,2157.750,18671129
battle8192,zstd3-w16,1,1130899.9,635900.1,0.0,295.015,3124.730,0.000,3194.790,2303289
battle8192,zstd3-w18,1,1130899.9,640387.5,0.0,295.015,4934.986,0.000,5248.159,2876953
battle8192,zstd3-w20,1,1130899.9,641990.4,0.0,295.015,4916.458,0.000,4992.537,3663385
battle8192,zstd3-w22,1,1130899.9,395187.3,0.0,295.015,3186.585,0.000,3292.630,6809113
battle8192,zstd3-w23,1,1130899.9,395194.4,0.0,295.015,3171.648,0.000,3317.581,11003417
battle8192,zstd3-w24,1,1130899.9,395187.0,0.0,295.015,3144.045,0.000,3236.920,19392025
battle8192,zstd3-w23-ldm,1,1130899.9,402032.8,0.0,295.015,4247.513,0.000,4350.471,11556377
battle8192,zstd3-w24-ldm,1,1130899.9,402815.0,0.0,295.015,4442.338,0.000,4582.283,20473369
battle8192,lz4-linked,1,1130899.9,704632.4,0.0,295.015,1437.827,0.000,1563.775,0
battle8192,zstd-1-w16,1,1130899.9,642294.3,0.0,295.015,1291.195,0.000,1315.322,1549625
battle8192,zstd-1-w18,1,1130899.9,643894.8,0.0,295.015,1444.754,0.000,1526.904,2123289
battle8192,zstd-1-w20,1,1130899.9,643894.4,0.0,295.015,1570.988,0.000,1629.525,2909721
battle8192,zstd-1-w22,1,1130899.9,643894.5,0.0,295.015,1622.395,0.000,1672.036,6055449
battle8192,zstd-1-w23,1,1130899.9,643894.4,0.0,295.015,1657.348,0.000,1699.856,10249753
battle8192,zstd-1-w24,1,1130899.9,643894.4,0.0,295.015,1678.920,0.000,1800.977,18638361
battle8192,zstd3-w18,2,1130899.9,640387.5,0.0,295.015,4851.407,0.000,4956.586,2876953
battle8192,zstd3-w20,2,1130899.9,641990.4,0.0,295.015,4948.554,0.000,5052.568,3663385
battle8192,zstd3-w22,2,1130899.9,395187.3,0.0,295.015,3190.832,0.000,3279.290,6809113
battle8192,zstd3-w23,2,1130899.9,395194.4,0.0,295.015,3156.192,0.000,3248.050,11003417
battle8192,zstd3-w24,2,1130899.9,395187.0,0.0,295.015,3174.967,0.000,3290.591,19392025
battle8192,zstd3-w23-ldm,2,1130899.9,402032.8,0.0,295.015,4472.292,0.000,4671.974,11556377
battle8192,zstd3-w24-ldm,2,1130899.9,402815.0,0.0,295.015,4387.462,0.000,4468.042,20473369
battle8192,lz4-linked,2,1130899.9,704632.4,0.0,295.015,1393.406,0.000,1420.334,0
battle8192,zstd-1-w16,2,1130899.9,642294.3,0.0,295.015,1270.760,0.000,1299.762,1549625
battle8192,zstd-1-w18,2,1130899.9,643894.8,0.0,295.015,1405.481,0.000,1431.913,2123289
battle8192,zstd-1-w20,2,1130899.9,643894.4,0.0,295.015,1556.210,0.000,1598.375,2909721
battle8192,zstd-1-w22,2,1130899.9,643894.5,0.0,295.015,1631.701,0.000,1675.256,6055449
battle8192,zstd-1-w23,2,1130899.9,643894.4,0.0,295.015,1653.866,0.000,1722.786,10249753
battle8192,zstd-1-w24,2,1130899.9,643894.4,0.0,295.015,1655.028,0.000,1681.816,18638361
battle8192,zstd1-w16,2,1130899.9,633671.9,0.0,295.015,1710.077,0.000,1739.677,1582393
battle8192,zstd1-w18,2,1130899.9,636270.8,0.0,295.015,1894.952,0.000,1932.578,2156057
battle8192,zstd1-w20,2,1130899.9,636278.1,0.0,295.015,2041.406,0.000,2065.140,2942489
battle8192,zstd1-w22,2,1130899.9,636278.1,0.0,295.015,2090.060,0.000,2128.910,6088217
battle8192,zstd1-w23,2,1130899.9,636278.1,0.0,295.015,2100.918,0.000,2142.670,10282521
battle8192,zstd1-w24,2,1130899.9,636278.1,0.0,295.015,2117.619,0.000,2152.561,18671129
battle8192,zstd3-w16,2,1130899.9,635900.1,0.0,295.015,3105.368,0.000,3167.720,2303289
battle1024-assets,lz4-linked,0,141716.5,88315.1,26216.0,44.771,174.378,6.117,183.852,0
battle1024-assets,zstd-1-w16,0,141716.5,80691.5,26215.6,44.771,160.471,3.543,165.562,1025337
battle1024-assets,zstd-1-w18,0,141716.5,55606.2,26215.0,44.771,140.170,3.827,247.932,1599001
battle1024-assets,zstd-1-w20,0,141716.5,53818.5,26215.0,44.771,143.531,4.048,209.952,2385433
battle1024-assets,zstd-1-w22,0,141716.5,53818.5,26215.0,44.771,145.997,4.111,211.192,5531161
battle1024-assets,zstd-1-w23,0,141716.5,53818.5,26215.0,44.771,147.481,4.376,212.222,9725465
battle1024-assets,zstd-1-w24,0,141716.5,53818.5,26215.0,44.771,148.894,4.590,214.682,18114073
battle1024-assets,zstd1-w16,0,141716.5,79503.3,26215.6,44.771,220.727,4.629,230.122,1058105
battle1024-assets,zstd1-w18,0,141716.5,52378.4,26215.0,44.771,180.494,4.317,337.164,1631769
battle1024-assets,zstd1-w20,0,141716.5,49447.3,26215.0,44.771,175.957,4.513,190.702,2418201
battle1024-assets,zstd1-w22,0,141716.5,49447.3,26215.0,44.771,177.530,4.509,189.852,5563929
battle1024-assets,zstd1-w23,0,141716.5,49447.3,26215.0,44.771,177.590,4.821,189.042,9758233
battle1024-assets,zstd1-w24,0,141716.5,49447.3,26215.0,44.771,184.091,5.799,199.132,18146841
battle1024-assets,zstd3-w16,0,141716.5,79758.7,26215.6,44.771,411.071,5.879,435.414,1779001
battle1024-assets,zstd3-w18,0,141716.5,53848.3,26215.6,44.771,488.213,8.228,829.358,2352665
battle1024-assets,zstd3-w20,0,141716.5,49345.0,26215.6,44.771,427.356,7.647,453.534,3139097
battle1024-assets,zstd3-w22,0,141716.5,49346.7,26215.6,44.771,416.376,7.769,435.214,6284825
battle1024-assets,zstd3-w23,0,141716.5,49346.7,26215.6,44.771,400.884,7.752,417.154,10479129
battle1024-assets,zstd3-w24,0,141716.5,49346.7,26215.6,44.771,400.768,7.827,416.464,18867737
battle1024-assets,zstd3-w23-ldm,0,141716.5,50371.4,26215.6,44.771,568.020,19.054,582.616,11032089
battle1024-assets,zstd3-w24-ldm,0,141716.5,50398.2,26215.6,44.771,579.135,19.294,632.406,19949081
battle1024-assets,zstd1-w16,1,141716.5,79503.3,26215.6,44.771,225.308,4.929,236.442,1058105
battle1024-assets,zstd1-w18,1,141716.5,52378.4,26215.0,44.771,187.668,4.561,341.493,1631769
battle1024-assets,zstd1-w20,1,141716.5,49447.3,26215.0,44.771,182.587,4.798,211.793,2418201
battle1024-assets,zstd1-w22,1,141716.5,49447.3,26215.0,44.771,183.100,4.565,230.622,5563929
battle1024-assets,zstd1-w23,1,141716.5,49447.3,26215.0,44.771,180.807,4.853,193.822,9758233
battle1024-assets,zstd1-w24,1,141716.5,49447.3,26215.0,44.771,180.585,5.231,192.792,18146841
battle1024-assets,zstd3-w16,1,141716.5,79758.7,26215.6,44.771,413.870,5.805,445.494,1779001
battle1024-assets,zstd3-w18,1,141716.5,53848.3,26215.6,44.771,493.369,8.496,834.707,2352665
battle1024-assets,zstd3-w20,1,141716.5,49345.0,26215.6,44.771,439.698,8.237,479.275,3139097
battle1024-assets,zstd3-w22,1,141716.5,49346.7,26215.6,44.771,424.322,7.843,462.164,6284825
battle1024-assets,zstd3-w23,1,141716.5,49346.7,26215.6,44.771,408.293,8.189,444.984,10479129
battle1024-assets,zstd3-w24,1,141716.5,49346.7,26215.6,44.771,431.906,8.336,583.656,18867737
battle1024-assets,zstd3-w23-ldm,1,141716.5,50371.4,26215.6,44.771,581.475,19.181,630.016,11032089
battle1024-assets,zstd3-w24-ldm,1,141716.5,50398.2,26215.6,44.771,580.610,19.778,609.236,19949081
battle1024-assets,lz4-linked,1,141716.5,88315.1,26216.0,44.771,174.975,6.137,184.091,0
battle1024-assets,zstd-1-w16,1,141716.5,80691.5,26215.6,44.771,164.102,3.551,205.402,1025337
battle1024-assets,zstd-1-w18,1,141716.5,55606.2,26215.0,44.771,143.106,3.832,248.152,1599001
battle1024-assets,zstd-1-w20,1,141716.5,53818.5,26215.0,44.771,143.481,4.126,213.422,2385433
battle1024-assets,zstd-1-w22,1,141716.5,53818.5,26215.0,44.771,148.278,4.119,213.052,5531161
battle1024-assets,zstd-1-w23,1,141716.5,53818.5,26215.0,44.771,150.809,4.500,213.822,9725465
battle1024-assets,zstd-1-w24,1,141716.5,53818.5,26215.0,44.771,150.747,4.611,213.832,18114073
battle1024-assets,zstd3-w18,2,141716.5,53848.3,26215.6,44.771,487.929,8.210,825.327,2352665
battle1024-assets,zstd3-w20,2,141716.5,49345.0,26215.6,44.771,429.262,7.844,462.625,3139097
battle1024-assets,zstd3-w22,2,141716.5,49346.7,26215.6,44.771,420.839,7.796,468.354,6284825
battle1024-assets,zstd3-w23,2,141716.5,49346.7,26215.6,44.771,405.894,7.740,458.314,10479129
battle1024-assets,zstd3-w24,2,141716.5,49346.7,26215.6,44.771,422.876,8.186,463.565,18867737
battle1024-assets,zstd3-w23-ldm,2,141716.5,50371.4,26215.6,44.771,583.398,20.224,644.056,11032089
battle1024-assets,zstd3-w24-ldm,2,141716.5,50398.2,26215.6,44.771,573.759,19.225,598.235,19949081
battle1024-assets,lz4-linked,2,141716.5,88315.1,26216.0,44.771,174.686,6.124,185.032,0
battle1024-assets,zstd-1-w16,2,141716.5,80691.5,26215.6,44.771,162.914,3.527,169.242,1025337
battle1024-assets,zstd-1-w18,2,141716.5,55606.2,26215.0,44.771,140.919,3.900,248.863,1599001
battle1024-assets,zstd-1-w20,2,141716.5,53818.5,26215.0,44.771,143.199,4.062,209.902,2385433
battle1024-assets,zstd-1-w22,2,141716.5,53818.5,26215.0,44.771,146.246,4.089,210.272,5531161
battle1024-assets,zstd-1-w23,2,141716.5,53818.5,26215.0,44.771,148.599,4.421,213.532,9725465
battle1024-assets,zstd-1-w24,2,141716.5,53818.5,26215.0,44.771,149.292,4.632,212.552,18114073
battle1024-assets,zstd1-w16,2,141716.5,79503.3,26215.6,44.771,222.371,4.715,233.362,1058105
battle1024-assets,zstd1-w18,2,141716.5,52378.4,26215.0,44.771,182.026,4.405,336.283,1631769
battle1024-assets,zstd1-w20,2,141716.5,49447.3,26215.0,44.771,176.684,4.515,189.781,2418201
battle1024-assets,zstd1-w22,2,141716.5,49447.3,26215.0,44.771,178.645,4.549,191.492,5563929
battle1024-assets,zstd1-w23,2,141716.5,49447.3,26215.0,44.771,179.288,4.937,191.072,9758233
battle1024-assets,zstd1-w24,2,141716.5,49447.3,26215.0,44.771,181.383,5.056,192.132,18146841
battle1024-assets,zstd3-w16,2,141716.5,79758.7,26215.6,44.771,413.930,5.798,444.305,1779001
coast128,zstd-1-w21,0,17909.0,2925.4,0.0,7.561,12.842,0.000,15.931,3040793
coast128,zstd1-w21,0,17909.0,2913.8,0.0,7.561,18.783,0.000,20.250,3073561
coast128,zstd3-w21,0,17909.0,2912.5,0.0,7.561,33.651,0.000,35.830,3794457
coast128,zstd1-w21,1,17909.0,2913.8,0.0,7.561,19.813,0.000,21.370,3073561
coast128,zstd3-w21,1,17909.0,2912.5,0.0,7.561,34.454,0.000,40.141,3794457
coast128,zstd-1-w21,1,17909.0,2925.4,0.0,7.561,12.641,0.000,14.270,3040793
coast128,zstd3-w21,2,17909.0,2912.5,0.0,7.561,34.181,0.000,37.050,3794457
coast128,zstd-1-w21,2,17909.0,2925.4,0.0,7.561,12.799,0.000,16.180,3040793
coast128,zstd1-w21,2,17909.0,2913.8,0.0,7.561,19.487,0.000,23.980,3073561
coast1024,zstd-1-w21,0,141540.5,23122.8,0.0,46.560,79.123,0.000,93.361,3040793
coast1024,zstd1-w21,0,141540.5,22554.3,0.0,46.560,106.412,0.000,118.281,3073561
coast1024,zstd3-w21,0,141540.5,22498.7,0.0,46.560,225.820,0.000,260.073,3794457
coast1024,zstd1-w21,1,141540.5,22554.3,0.0,46.560,105.642,0.000,115.561,3073561
coast1024,zstd3-w21,1,141540.5,22498.7,0.0,46.560,223.583,0.000,242.502,3794457
coast1024,zstd-1-w21,1,141540.5,23122.8,0.0,46.560,78.169,0.000,85.931,3040793
coast1024,zstd3-w21,2,141540.5,22498.7,0.0,46.560,223.803,0.000,249.263,3794457
coast1024,zstd-1-w21,2,141540.5,23122.8,0.0,46.560,78.896,0.000,91.051,3040793
coast1024,zstd1-w21,2,141540.5,22554.3,0.0,46.560,106.854,0.000,115.321,3073561
battle1024,zstd-1-w21,0,141716.5,53787.6,0.0,48.178,148.927,0.000,214.642,3040793
battle1024,zstd1-w21,0,141716.5,49435.8,0.0,48.178,182.469,0.000,206.151,3073561
battle1024,zstd3-w21,0,141716.5,49345.2,0.0,48.178,446.372,0.000,635.046,3794457
battle1024,zstd1-w21,1,141716.5,49435.8,0.0,48.178,182.481,0.000,199.552,3073561
battle1024,zstd3-w21,1,141716.5,49345.2,0.0,48.178,440.346,0.000,506.794,3794457
battle1024,zstd-1-w21,1,141716.5,53787.6,0.0,48.178,148.273,0.000,215.882,3040793
battle1024,zstd3-w21,2,141716.5,49345.2,0.0,48.178,421.300,0.000,457.025,3794457
battle1024,zstd-1-w21,2,141716.5,53787.6,0.0,48.178,148.802,0.000,218.412,3040793
battle1024,zstd1-w21,2,141716.5,49435.8,0.0,48.178,182.213,0.000,207.402,3073561
battle8192,zstd-1-w21,0,1130899.9,643894.5,0.0,302.442,1744.598,0.000,2048.659,3958297
battle8192,zstd1-w21,0,1130899.9,636278.1,0.0,302.442,2164.640,0.000,2244.581,3991065
battle8192,zstd3-w21,0,1130899.9,395210.6,0.0,302.442,3681.480,0.000,3892.537,4711961
battle8192,zstd1-w21,1,1130899.9,636278.1,0.0,302.442,2158.870,0.000,2267.031,3991065
battle8192,zstd3-w21,1,1130899.9,395210.6,0.0,302.442,3774.751,0.000,4185.899,4711961
battle8192,zstd-1-w21,1,1130899.9,643894.5,0.0,302.442,1756.593,0.000,2070.409,3958297
battle8192,zstd3-w21,2,1130899.9,395210.6,0.0,302.442,3945.384,0.000,5312.540,4711961
battle8192,zstd-1-w21,2,1130899.9,643894.5,0.0,302.442,1702.639,0.000,1900.018,3958297
battle8192,zstd1-w21,2,1130899.9,636278.1,0.0,302.442,2323.426,0.000,3334.071,3991065
battle1024-assets,zstd-1-w21,0,141716.5,53818.5,26215.0,40.650,160.245,5.262,230.142,3434009
battle1024-assets,zstd1-w21,0,141716.5,49447.3,26215.0,40.650,187.950,5.189,237.552,3466777
battle1024-assets,zstd3-w21,0,141716.5,49346.2,26215.6,40.650,471.867,9.318,562.655,4187673
battle1024-assets,zstd1-w21,1,141716.5,49447.3,26215.0,40.650,185.130,5.453,231.322,3466777
battle1024-assets,zstd3-w21,1,141716.5,49346.2,26215.6,40.650,437.677,8.622,487.655,4187673
battle1024-assets,zstd-1-w21,1,141716.5,53818.5,26215.0,40.650,167.360,4.763,262.382,3434009
battle1024-assets,zstd3-w21,2,141716.5,49346.2,26215.6,40.650,466.453,9.438,514.634,4187673
battle1024-assets,zstd-1-w21,2,141716.5,53818.5,26215.0,40.650,147.137,4.254,211.112,3434009
battle1024-assets,zstd1-w21,2,141716.5,49447.3,26215.0,40.650,180.663,4.969,203.212,3466777
battle8192,zstd-1-w21,3,1130899.9,643894.5,0.0,352.489,1811.385,0.000,2460.073,3958297
battle8192,zstd-1-w22,3,1130899.9,643894.5,0.0,352.489,1842.914,0.000,2619.895,6055449
battle8192,zstd1-w21,3,1130899.9,636278.1,0.0,352.489,2332.681,0.000,3234.541,3991065
battle8192,zstd1-w22,3,1130899.9,636278.1,0.0,352.489,2287.064,0.000,2595.294,6088217
battle8192,zstd3-w21,3,1130899.9,395210.6,0.0,352.489,3655.961,0.000,4000.597,4711961
battle8192,zstd3-w22,3,1130899.9,395187.3,0.0,352.489,3679.763,0.000,3962.957,6809113
battle8192,zstd-1-w22,4,1130899.9,643894.5,0.0,352.489,1728.275,0.000,1947.278,6055449
battle8192,zstd1-w21,4,1130899.9,636278.1,0.0,352.489,2270.888,0.000,2622.964,3991065
battle8192,zstd1-w22,4,1130899.9,636278.1,0.0,352.489,2258.576,0.000,2514.483,6088217
battle8192,zstd3-w21,4,1130899.9,395210.6,0.0,352.489,3848.175,0.000,5819.005,4711961
battle8192,zstd3-w22,4,1130899.9,395187.3,0.0,352.489,3815.952,0.000,4341.081,6809113
battle8192,zstd-1-w21,4,1130899.9,643894.5,0.0,352.489,1713.433,0.000,1965.188,3958297
battle8192,zstd1-w21,5,1130899.9,636278.1,0.0,352.489,2474.377,0.000,3507.552,3991065
battle8192,zstd1-w22,5,1130899.9,636278.1,0.0,352.489,2208.190,0.000,2358.112,6088217
battle8192,zstd3-w21,5,1130899.9,395210.6,0.0,352.489,3595.511,0.000,3773.656,4711961
battle8192,zstd3-w22,5,1130899.9,395187.3,0.0,352.489,3745.734,0.000,4037.307,6809113
battle8192,zstd-1-w21,5,1130899.9,643894.5,0.0,352.489,1688.300,0.000,1809.477,3958297
battle8192,zstd-1-w22,5,1130899.9,643894.5,0.0,352.489,1937.709,0.000,3002.858,6055449
